"std_name_p","species","genus","L1.name","L2.name","L3.name","L4.name"
"P. cryptogea","Santolina chamaecyparissus","Santolina","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. tentaculata","Santolina chamaecyparissus","Santolina","Europe","Southwestern Europe","Spain","Spain"
"P. tentaculata","Santolina chamaecyparissus","Santolina","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. tentaculata","Santolina chamaecyparissus","Santolina","Northern America","Southwestern U.S.A.","California","California"
"P. nicotianae","Santolina chamaecyparissus","Santolina","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. plurivora","Santolina rosmarinifolia","Santolina","Europe","Northern Europe","Great Britain","Great Britain"
"P. heveae","Saraca dives","Saraca","Asia-Tropical","Indo-China","Vietnam","Vietnam"
"P. plurivora",NA,"Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora",NA,"Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora",NA,"Sarcococca","Europe","Northern Europe",NA,NA
"P. plurivora",NA,"Sarcococca","Europe","Northern Europe",NA,NA
"P. citrophthora","Sarcococca confusa","Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. terminalis","Sarcococca confusa","Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. nicotianae","Sarcococca confusa","Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. ramorum","Sarcococca hookeriana","Sarcococca","Europe","Northern Europe",NA,NA
"P. citrophthora","Sarcococca hookeriana","Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. ilicis","Sarcococca saligna","Sarcococca","Europe","Northern Europe","Great Britain","Great Britain"
"P. cinnamomi","Sarracenia alata","Sarracenia","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. multivora",NA,"Sassafras","Australasia","Australia",NA,NA
"P. citrophthora","Sassafras albidum","Sassafras","Northern America",NA,NA,NA
"P. nicotianae","Breynia androgyna","Breynia","Asia-Tropical","Malesia",NA,NA
"P. cinnamomi","Saxegothaea conspicua","Saxegothaea","Southern America","Southern South America",NA,NA
"P. cryptogea",NA,"Saxifraga","Europe","Middle Europe","Poland","Poland"
"P. nicotianae","Heptapleurum arboricola","Heptapleurum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. palmivora","Heptapleurum arboricola","Heptapleurum","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. palmivora","Heptapleurum ellipticum","Heptapleurum","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. ramorum","Schima argentea","Schima","Europe","Northern Europe","Great Britain","Great Britain"
"P. nicotianae","Schinus molle","Schinus","Southern America","Southern South America",NA,NA
"P. drechsleri","Schinus molle","Schinus","Southern America","Southern South America",NA,NA
"P. cactorum","Schinus molle","Schinus","Southern America","Southern South America",NA,NA
"P. citricola","Schinus molle","Schinus","Southern America","Southern South America",NA,NA
"P. drechsleri","Schisandra chinensis","Schisandra","Asia-Temperate","Eastern Asia","Korea",NA
"P. nicotianae","Schisandra chinensis","Schisandra","Asia-Temperate","Eastern Asia","Korea",NA
"P. citrophthora","Schisandra chinensis","Schisandra","Asia-Temperate","Eastern Asia","Korea",NA
"P. cryptogea","Schisandra rubriflora","Schisandra","Europe","Northern Europe",NA,NA
"P. cryptogea","Schisandra rubriflora","Schisandra","Europe","Northern Europe","Great Britain","Great Britain"
"P. cryptogea",NA,"Schizanthus","Europe","Northern Europe","Great Britain","Great Britain"
"P. infestans",NA,"Schizanthus","Asia-Tropical","Indian Subcontinent","India",NA
"P. cryptogea",NA,"Schizanthus","Europe","Northern Europe",NA,NA
"P. infestans","Schizanthus grahamii","Schizanthus","Europe","Middle Europe","Germany","Germany"
"P. infestans","Schizanthus grahamii","Schizanthus","Northern America",NA,NA,NA
"P. infestans","Schizanthus pinnatus","Schizanthus","Northern America",NA,NA,NA
"P. cactorum","Schizanthus pinnatus","Schizanthus","Europe","Southwestern Europe","France","France"
"P. nicotianae","Schizanthus grahamii","Schizanthus","Asia-Tropical","Indian Subcontinent","India",NA
"P. palmivora","Schizanthus × wisetonensis","Schizanthus","Asia-Tropical","Indian Subcontinent","India",NA
"P. nicotianae","Nepeta tenuifolia","Nepeta","Asia-Temperate","China",NA,NA
"P. cryptogea","Hydrangea hydrangeoides","Hydrangea","Europe","Northern Europe",NA,NA
"P. cinnamomi","Sciadopitys verticillata","Sciadopitys","Australasia","New Zealand",NA,NA
"P. cinnamomi","Sciadopitys verticillata","Sciadopitys","Northern America","Southeastern U.S.A.","Virginia","Virginia"
"P. cinnamomi","Sciadopitys verticillata","Sciadopitys","Europe","Southeastern Europe","Italy","Italy"
"P. gonapodyides","Sciadopitys verticillata","Sciadopitys","Northern America",NA,NA,NA
"P. citrophthora","Sciadopitys verticillata","Sciadopitys","Europe","Middle Europe","Poland","Poland"
"P. nicotianae","Epipremnum aureum","Epipremnum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. nicotianae","Scrophularia californica","Scrophularia","Northern America","Southwestern U.S.A.","California","California"
"P. erythroseptica","Secale cereale","Secale","Europe","Northern Europe","Ireland","Ireland"
"P. tropicalis","Sicyos edulis","Sicyos","Pacific","North-Central Pacific","Hawaii",NA
"P. capsici","Sicyos edulis","Sicyos","Northern America","Mexico",NA,NA
"P. capsici","Sicyos edulis","Sicyos","Southern America","Central America","Costa Rica","Costa Rica"
"P. nicotianae","Sicyos edulis","Sicyos","Africa","Western Indian Ocean","Mauritius","Mauritius"
"P. plurivora","Petrosedum rupestre","Petrosedum","Europe","Middle Europe","Poland","Poland"
"P. cryptogea",NA,"Semiarundinaria","Europe","Northern Europe",NA,NA
"P. cryptogea",NA,"Semiarundinaria","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum",NA,"Sempervivum","Europe","Northern Europe","Ireland","Ireland"
"P. tropicalis",NA,"Sempervivum","Northern America","Mexico",NA,NA
"P. multivora",NA,"Sempervivum","Europe","Southwestern Europe","Spain","Spain"
"P. nicotianae",NA,"Sempervivum","Northern America","Northeastern U.S.A.","New York","New York"
"P. cactorum",NA,"Sempervivum","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Sempervivum tectorum","Sempervivum","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Sempervivum × stenopetalum","Sempervivum","Europe","Middle Europe","Germany","Germany"
"P. cryptogea",NA,"Senecio","Northern America","Southwestern U.S.A.","California","California"
"P. × cambivora",NA,"Senecio","Europe","Northern Europe",NA,NA
"P. nicotianae",NA,"Senecio","Europe","Northern Europe",NA,NA
"P. cryptogea","Pericallis × hybrida","Pericallis","Australasia","Australia",NA,NA
"P. drechsleri","Jacobaea maritima","Jacobaea","Northern America",NA,NA,NA
"P. cryptogea","Jacobaea maritima","Jacobaea","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. pseudocryptogea","Jacobaea maritima","Jacobaea","Northern America",NA,NA,NA
"P. nicotianae","Jacobaea maritima","Jacobaea","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. drechsleri","Pericallis cruenta","Pericallis","Southern America","Southern South America",NA,NA
"P. erythroseptica","Pericallis cruenta","Pericallis","Australasia","New Zealand",NA,NA
"P. cinnamomi","Pericallis cruenta","Pericallis","Europe","Northern Europe",NA,NA
"P. cryptogea","Pericallis cruenta","Pericallis","Europe","Northern Europe","Great Britain","Great Britain"
"P. cryptogea","Pericallis cruenta","Pericallis","Australasia","Australia",NA,NA
"P. cinnamomi","Pericallis cruenta","Pericallis","Australasia","New Zealand",NA,NA
"P. drechsleri","Pericallis cruenta","Pericallis","Northern America","Mexico",NA,NA
"P. × cambivora","Pericallis cruenta","Pericallis","Europe","Northern Europe","Great Britain","Great Britain"
"P. cryptogea","Pericallis cruenta","Pericallis","Northern America",NA,NA,NA
"P. pseudocryptogea","Pericallis cruenta","Pericallis","Northern America","Mexico",NA,NA
"P. nicotianae","Pericallis cruenta","Pericallis","Europe","Northern Europe",NA,NA
"P. megasperma","Pericallis cruenta","Pericallis","Northern America",NA,NA,NA
"P. nicotianae","Pericallis cruenta","Pericallis","Europe","Northern Europe","Great Britain","Great Britain"
"P. cryptogea","Pericallis cruenta","Pericallis","Europe","Southwestern Europe","France","France"
"P. cinnamomi","Pericallis cruenta","Pericallis","Europe","Northern Europe","Great Britain","Great Britain"
"P. gonapodyides",NA,"Sequoia","Northern America","Southwestern U.S.A.","California","California"
"P. citricola",NA,"Sequoia","Northern America","Southwestern U.S.A.","California","California"
"P. cactorum",NA,"Sequoia","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum",NA,"Sequoia","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora","Abies bracteata","Abies","Northern America","Southwestern U.S.A.","California","California"
"P. cinnamomi","Sequoia sempervirens","Sequoia","Europe","Southwestern Europe","France","France"
"P. ramorum","Sequoia sempervirens","Sequoia","Northern America",NA,NA,NA
"P. ramorum","Sequoia sempervirens","Sequoia","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum","Sequoia sempervirens","Sequoia","Europe","Northern Europe","Great Britain","Great Britain"
"P. nemorosa","Sequoia sempervirens","Sequoia","Northern America","Southwestern U.S.A.","California","California"
"P. obscura","Sequoiadendron giganteum","Sequoiadendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora","Sequoiadendron giganteum","Sequoiadendron","Northern America","Southwestern U.S.A.","California","California"
"P. plurivora","Sequoiadendron giganteum","Sequoiadendron","Europe","Middle Europe","Germany","Germany"
"P. infestans","Sequoiadendron giganteum","Sequoiadendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora","Sequoiadendron giganteum","Sequoiadendron","Northern America",NA,NA,NA
"P. cinnamomi","Sequoiadendron giganteum","Sequoiadendron","Australasia","Australia",NA,NA
"P. kernoviae","Sequoiadendron giganteum","Sequoiadendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. cinnamomi","Sequoiadendron giganteum","Sequoiadendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Sequoiadendron giganteum","Sequoiadendron","Northern America","Southwestern U.S.A.","California","California"
"P. nicotianae","Sequoiadendron giganteum","Sequoiadendron","Northern America",NA,NA,NA
"P. cinnamomi",NA,"Serruria","Australasia","New Zealand",NA,NA
"P. cinnamomi","Serruria florida","Serruria","Africa","Southern Africa",NA,NA
"P. cinnamomi","Serruria florida","Serruria","Australasia","Australia",NA,NA
"P. cinnamomi","Serruria kraussii","Serruria","Africa","Southern Africa",NA,NA
"P. nicotianae",NA,"Sesamum","Europe","Southeastern Europe","Greece","Greece"
"P. nicotianae","Sesamum indicum","Sesamum","Asia-Tropical","Indian Subcontinent","India",NA
"P. nicotianae","Sesamum indicum","Sesamum","Asia-Temperate","Eastern Asia","Korea","South Korea"
"P. nicotianae","Sesamum indicum","Sesamum","Southern America","Southern South America",NA,NA
"P. hibernalis","Sesamum indicum","Sesamum","Southern America","Northern South America","Venezuela","Venezuela"
"P. tropicalis","Sesamum indicum","Sesamum","Northern America","Mexico",NA,NA
"P. nicotianae","Sesamum indicum","Sesamum","Asia-Temperate","Eastern Asia","Korea",NA
"P. nicotianae","Sesamum indicum","Sesamum","Southern America","Caribbean","Puerto Rico","Puerto Rico"
"P. nicotianae","Sesamum indicum","Sesamum","Asia-Temperate","China",NA,NA
"P. palmivora","Sesamum indicum","Sesamum","Southern America","Brazil",NA,NA
"P. drechsleri","Sesamum indicum","Sesamum","Africa","South Tropical Africa","Zimbabwe","Zimbabwe"
"P. nicotianae","Sesamum indicum","Sesamum","Southern America","Northern South America","Venezuela","Venezuela"
"P. citrophthora","Sesamum indicum","Sesamum","Asia-Tropical","Indian Subcontinent","India",NA
"P. nicotianae","Sesamum indicum","Sesamum","Asia-Temperate","Western Asia","Iran","Iran"
"P. cactorum","Sesamum indicum","Sesamum","Southern America","Western South America","Peru","Peru"
"P. nicotianae","Sesamum indicum","Sesamum","Northern America","Mexico",NA,NA
"P. nicotianae",NA,"Sesamum","Asia-Temperate","Eastern Asia","Japan",NA
"P. palmivora","Sesamum indicum","Sesamum","Asia-Tropical","Indian Subcontinent","India",NA
"P. medicaginis",NA,"Sesbania","Northern America",NA,NA,NA
"P. cactorum",NA,"Shepherdia","Northern America",NA,NA,NA
"P. cactorum",NA,"Shepherdia","Northern America","Southwestern U.S.A.","Utah","Utah"
"P. nicotianae","Sida cordifolia","Sida","Asia-Tropical","Indian Subcontinent","India",NA
"P. sansomeana","Silene latifolia","Silene","Northern America","Northeastern U.S.A.","New York","New York"
"P. cinnamomi","Siloxerus multiflorus","Siloxerus","Australasia","Australia",NA,NA
"P. nicotianae","Simmondsia chinensis","Simmondsia","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Simmondsia chinensis","Simmondsia","Northern America","Southwestern U.S.A.","Arizona","Arizona"
"P. nicotianae","Simmondsia chinensis","Simmondsia","Southern America","Southern South America",NA,NA
"P. multivora","Simmondsia chinensis","Simmondsia","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Simmondsia chinensis","Simmondsia","Northern America","Southwestern U.S.A.","California","California"
"P. nicotianae","Simmondsia chinensis","Simmondsia","Northern America",NA,NA,NA
"P. cryptogea","Simmondsia chinensis","Simmondsia","Northern America",NA,NA,NA
"P. cryptogea","Simmondsia chinensis","Simmondsia","Northern America","Southwestern U.S.A.","California","California"
"P. cryptogea",NA,"Sinningia","Northern America","Southwestern U.S.A.","California","California"
"P. cryptogea","Sinningia cardinalis","Sinningia","Northern America",NA,NA,NA
"P. cryptogea","Sinningia speciosa","Sinningia","Europe","Northern Europe","Great Britain","Great Britain"
"P. nicotianae","Sinningia speciosa","Sinningia","Australasia","Australia",NA,NA
"P. nicotianae","Sinningia speciosa","Sinningia","Europe","Middle Europe","Germany","Germany"
"P. cryptogea","Sinningia speciosa","Sinningia","Europe","Northern Europe","Denmark","Denmark"
"P. nicotianae","Sinningia speciosa","Sinningia","Northern America",NA,NA,NA
"P. cryptogea","Sinningia speciosa","Sinningia","Northern America","Southwestern U.S.A.","California","California"
"P. nicotianae","Sinningia speciosa","Sinningia","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. cryptogea","Sinningia speciosa","Sinningia","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. niederhauserii","Sinningia speciosa","Sinningia","Europe","Northern Europe","Norway","Norway"
"P. cryptogea","Sinningia speciosa","Sinningia","Europe","Middle Europe","Austria","Austria"
"P. nicotianae","Sinningia speciosa","Sinningia","Europe","Southeastern Europe","Bulgaria","Bulgaria"
"P. cryptogea","Sinningia speciosa","Sinningia","Northern America",NA,NA,NA
"P. tropicalis","Sinningia speciosa","Sinningia","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. cactorum","Sinningia speciosa","Sinningia","Europe","Middle Europe","Netherlands","Netherlands"
"P. nicotianae","Sinningia speciosa","Sinningia","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. nicotianae","Sinningia speciosa","Sinningia","Europe","Northern Europe",NA,NA
"P. ramorum","Picea sitchensis","Picea","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora",NA,"Skimmia","Europe","Northern Europe","Great Britain","Great Britain"
"P. megasperma",NA,"Skimmia","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum",NA,"Skimmia","Europe","Northern Europe","Great Britain","Great Britain"
"P. cryptogea",NA,"Skimmia","Europe","Northern Europe","Great Britain","Great Britain"
"P. gonapodyides","Skimmia japonica","Skimmia","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Skimmia japonica","Skimmia","Europe","Northern Europe",NA,NA
"P. nicotianae","Skimmia japonica","Skimmia","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Skimmia japonica","Skimmia","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. nicotianae","Skimmia japonica","Skimmia","Europe","Middle Europe","Poland","Poland"
"P. plurivora","Skimmia japonica","Skimmia","Europe","Northern Europe",NA,NA
"P. cryptogea","Skimmia japonica","Skimmia","Europe","Northern Europe",NA,NA
"P. ramorum","Skimmia japonica","Skimmia","Europe","Northern Europe",NA,NA
"P. megasperma","Skimmia japonica","Skimmia","Europe","Northern Europe",NA,NA
"P. psychrophila","Skimmia japonica","Skimmia","Europe","Northern Europe","Great Britain","Great Britain"
"P. cryptogea","Smithiantha cinnabarina","Smithiantha","Northern America",NA,NA,NA
"P. cryptogea","Smithiantha multiflora","Smithiantha","Northern America",NA,NA,NA
"P. cryptogea","Smithiantha zebrina","Smithiantha","Northern America",NA,NA,NA
"P. humicola",NA,NA,"Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. inundata",NA,NA,"Europe","Southwestern Europe","France","France"
"P. kernoviae",NA,NA,"Australasia","New Zealand",NA,NA
"P. uliginosa",NA,NA,"Europe","Middle Europe","Germany","Germany"
"P. cryptogea",NA,NA,"Australasia","Australia",NA,NA
"P. citricola",NA,NA,"Northern America","Northwestern U.S.A.","Washington","Washington"
"P. castaneae",NA,NA,"Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. heveae",NA,NA,"Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. humicola",NA,NA,"Europe","Southwestern Europe","France","France"
"P. pseudosyringae",NA,NA,"Europe","Southwestern Europe","France","France"
"P. citricola",NA,NA,"Europe","Southwestern Europe","France","France"
"P. heveae",NA,NA,"Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. heveae",NA,NA,"Asia-Temperate","China",NA,NA
"P. citrophthora",NA,NA,"Northern America","Southwestern U.S.A.","California","California"
"P. ilicis",NA,NA,"Europe","Southwestern Europe","France","France"
"P. europaea",NA,NA,"Europe","Southwestern Europe","France","France"
"P. tropicalis",NA,NA,"Northern America","Southeastern U.S.A.","Virginia","Virginia"
"P. ramorum",NA,NA,"Northern America","Northwestern U.S.A.","Washington","Washington"
"P. alni",NA,NA,"Europe","Middle Europe","Hungary","Hungary"
"P. × multiformis",NA,NA,"Europe","Middle Europe","Netherlands","Netherlands"
"P. inundata",NA,NA,"Australasia","Australia",NA,NA
"P. gonapodyides",NA,NA,"Europe","Southwestern Europe","France","France"
"P. syringae",NA,NA,"Europe","Southwestern Europe","France","France"
"P. uniformis",NA,NA,"Europe","Middle Europe","Hungary","Hungary"
"P. cinnamomi",NA,NA,"Europe","Southwestern Europe","France","France"
"P. psychrophila",NA,NA,"Europe","Southwestern Europe","France","France"
"P. nicotianae",NA,NA,"Northern America","South-Central U.S.A.","Texas","Texas"
"P. sojae",NA,NA,"Southern America","Southern South America",NA,NA
"P. drechsleri",NA,NA,"Northern America","Northwestern U.S.A.","Washington","Washington"
"P. nicotianae",NA,NA,"Northern America","Southeastern U.S.A.","Florida","Florida"
"P. insolita",NA,NA,"Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. alni",NA,NA,"Europe","Southwestern Europe","France","France"
"P. ramorum",NA,NA,"Northern America","Southwestern U.S.A.","California","California"
"P. polonica",NA,NA,"Europe","Middle Europe","Poland","Poland"
"P. cinnamomi",NA,NA,"Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. cinnamomi",NA,NA,"Europe","Northern Europe",NA,NA
"P. megasperma",NA,NA,"Europe","Middle Europe","Belgium","Belgium"
"P. heveae",NA,NA,"Northern America",NA,NA,NA
"P. × cambivora",NA,NA,"Europe","Southwestern Europe","France","France"
"P. vignae",NA,NA,"Asia-Tropical","Indian Subcontinent","Sri Lanka","Sri Lanka"
"P. quercina",NA,NA,"Europe","Southwestern Europe","France","France"
"P. × cambivora",NA,NA,"Europe","Northern Europe",NA,NA
"P. palmivora",NA,NA,"Asia-Tropical","Indian Subcontinent","India",NA
"P. drechsleri",NA,NA,"Northern America","Mexico",NA,NA
"P. alni",NA,NA,"Europe","Middle Europe","Poland","Poland"
"P. multivora",NA,NA,"Australasia","Australia",NA,NA
"P. infestans",NA,NA,"Europe","Northern Europe",NA,NA
"P. parsiana",NA,NA,"Northern America","Mexico",NA,NA
"P. erythroseptica","Solanum tuberosum","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. infestans",NA,"Solanum","Northern America","Mexico",NA,NA
"P. infestans",NA,"Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. andina",NA,"Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. iranica",NA,"Solanum","Asia-Temperate","Western Asia","Iran","Iran"
"P. erythroseptica",NA,"Solanum","Australasia","Australia",NA,NA
"P. infestans","Solanum edinense","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum edinense","Solanum","Europe","Middle Europe","Germany","Germany"
"P. capsici","Solanum americanum","Solanum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. infestans",NA,"Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum andreanum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum stoloniferum","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum atropurpureum","Solanum","Europe","Northern Europe","Sweden","Sweden"
"P. infestans","Solanum aviculare","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum aviculare","Solanum","Australasia","New Zealand",NA,NA
"P. infestans","Solanum aviculare","Solanum","Europe","Southwestern Europe","France","France"
"P. cryptogea","Solanum aviculare","Solanum","Australasia","New Zealand",NA,NA
"P. infestans","Solanum aviculare","Solanum","Europe","Northern Europe","Sweden","Sweden"
"P. infestans","Solanum aviculare","Solanum","Europe","Middle Europe","Czechoslovakia",NA
"P. infestans","Solanum aviculare","Solanum","Australasia","Australia",NA,NA
"P. infestans","Solanum aviculare","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum aviculare","Solanum","Australasia","New Zealand","New Zealand North","New Zealand North"
"P. infestans","Solanum betaceum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. andina","Solanum betaceum","Solanum","Southern America","Western South America","Colombia","Colombia"
"P. andina","Solanum betaceum","Solanum","Southern America","Western South America","Peru","Peru"
"P. betacei","Solanum betaceum","Solanum","Southern America","Western South America","Colombia","Colombia"
"P. andina","Solanum betaceum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Lycianthes biflora","Lycianthes","Asia-Temperate","China",NA,NA
"P. infestans","Solanum oxycarpum","Solanum","Northern America","Mexico",NA,NA
"P. andina","Solanum brevifolium","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum brevifolium","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum bulbocastanum","Solanum","Europe","Northern Europe","Sweden","Sweden"
"P. infestans","Solanum bulbocastanum","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum bulbocastanum","Solanum","Australasia","Australia",NA,NA
"P. infestans","Solanum bulbocastanum","Solanum","Europe","Southwestern Europe","France","France"
"P. infestans","Solanum ochranthum","Solanum","Europe","Southwestern Europe","France","France"
"P. cactorum","Solanum pseudocapsicum","Solanum","Europe","Northern Europe",NA,NA
"P. nicotianae","Solanum pseudocapsicum","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum cardiophyllum","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum cardiophyllum","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum caripense","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum caripense","Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum colombianum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum commersonii","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. infestans","Solanum commersonii","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum commersonii","Solanum","Europe","Southwestern Europe","France","France"
"P. infestans","Solanum crispum","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. infestans","Solanum crispum","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. infestans","Solanum demissum","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum demissum","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum demissum","Solanum","Northern America","Northeastern U.S.A.","West Virginia","West Virginia"
"P. infestans","Solanum dulcamara","Solanum","Europe","Northern Europe","Ireland","Ireland"
"P. infestans","Solanum dulcamara","Solanum","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. infestans","Solanum dulcamara","Solanum","Northern America","Northeastern U.S.A.","New York","New York"
"P. infestans","Solanum dulcamara","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum dulcamara","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum dulcamara","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum dulcamara","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum dulcamara","Solanum",NA,NA,NA,NA
"P. infestans","Solanum ehrenbergii","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum etuberosum","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum etuberosum","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum etuberosum","Solanum","Europe","Middle Europe","Netherlands","Netherlands"
"P. infestans","Solanum etuberosum","Solanum","Europe","Southwestern Europe","France","France"
"P. infestans",NA,"Solanum","Northern America",NA,NA,NA
"P. capsici","Solanum aethiopicum","Solanum","Southern America","Brazil",NA,NA
"P. infestans","Solanum tuberosum","Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum habrochaites","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. andina","Solanum asperolanatum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans",NA,"Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum incanum","Solanum","Asia-Temperate","Western Asia","Palestine","Israel"
"P. infestans","Solanum incanum","Solanum","Africa","East Tropical Africa","Kenya","Kenya"
"P. infestans","Solanum lasiocarpum","Solanum","Australasia","New Zealand",NA,NA
"P. nicotianae","Solanum lasiocarpum","Solanum","Southern America","Northern South America","Venezuela","Venezuela"
"P. infestans","Solanum iopetalum","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum jamesii","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum jamesii","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum laciniatum","Solanum","Australasia","New Zealand",NA,NA
"P. infestans","Solanum laciniatum","Solanum","Australasia","New Zealand","New Zealand North","New Zealand North"
"P. nicotianae","Solanum lasiocarpum","Solanum","Asia-Tropical","Malesia","Borneo","Sarawak"
"P. infestans","Solanum longiconicum","Solanum","Southern America","Central America","Costa Rica","Costa Rica"
"P. infestans","Solanum lycopersicum","Solanum","Asia-Tropical","Indian Subcontinent","India","Karnataka"
"P. infestans","Solanum lycopersicum","Solanum","Northern America","North-Central U.S.A.","Wisconsin","Wisconsin"
"P. infestans","Solanum lycopersicum","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. infestans","Solanum lycopersicum","Solanum","Northern America","Eastern Canada","New Brunswick","New Brunswick"
"P. nicotianae","Solanum lycopersicum","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum lycopersicum","Solanum","Southern America","Western South America","Bolivia","Bolivia"
"P. infestans","Solanum lycopersicum","Solanum","Africa","Northern Africa","Egypt","Egypt"
"P. cryptogea","Solanum lycopersicum","Solanum","Europe","Middle Europe","Switzerland","Switzerland"
"P. capsici","Solanum lycopersicum","Solanum","Northern America","South-Central U.S.A.","New Mexico","New Mexico"
"P. cryptogea","Solanum lycopersicum","Solanum","Australasia","New Zealand","New Zealand North","New Zealand North"
"P. capsici","Solanum lycopersicum","Solanum","Africa","West-Central Tropical Africa","Congo","Congo"
"P. capsici","Solanum lycopersicum","Solanum","Europe","Southeastern Europe","Albania","Albania"
