"plant_name","plant_name_full","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Casuarina glauca","Casuarina glauca","Asia-Tropical","1","","","","","","",""
"Casuarina glauca","Casuarina glauca","Northern America","1","","","","","","",""
"Cedrus atlantica","Cedrus atlantica","Europe","1","Yes","","Yes","","Yes","","Yes"
"Cedrus atlantica","Cedrus atlantica","Africa","0","","","Yes","","Yes","","Yes"
"Cedrus deodara","Cedrus deodara","Europe","1","Yes","","","","","","Yes"
"Cedrus deodara","Cedrus deodara","Asia-Temperate","0","Yes","","","","","","Yes"
"Cedrus deodara","Cedrus deodara","Asia-Tropical","0","","","","","","","Yes"
"Cedrus libani","Cedrus libani","Asia-Temperate","0","Yes","","Yes","Yes","","","Yes"
"Cedrus libani","Cedrus libani","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Chamaecyparis lawsoniana","Chamaecyparis lawsoniana","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis lawsoniana","Chamaecyparis lawsoniana","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis lawsoniana","Chamaecyparis lawsoniana","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Chamaecyparis obtusa","Chamaecyparis obtusa","Asia-Temperate","both","Yes","Yes","Yes","Yes","Yes","",""
"Chamaecyparis pisifera","Chamaecyparis pisifera","Europe","1","Yes","","Yes","","Yes","","Yes"
"Chamaecyparis pisifera","Chamaecyparis pisifera","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Chamaecyparis pisifera","Chamaecyparis pisifera","Asia-Temperate","both","","","Yes","","Yes","","Yes"
"Cryptomeria japonica","Cryptomeria japonica","Europe","1","Yes","","Yes","","Yes","","Yes"
"Cryptomeria japonica","Cryptomeria japonica","Asia-Temperate","both","","","Yes","","Yes","","Yes"
"Cryptomeria japonica","Cryptomeria japonica","Africa","1","","","Yes","","Yes","","Yes"
"Cryptomeria japonica","Cryptomeria japonica","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Cupressus sempervirens","Cupressus sempervirens","Africa","both","Yes","","Yes","Yes","","",""
"Cupressus sempervirens","Cupressus sempervirens","Asia-Temperate","0","Yes","Yes","Yes","Yes","","",""
"Cupressus sempervirens","Cupressus sempervirens","Europe","both","Yes","Yes","Yes","Yes","","",""
"Dacrycarpus dacrydioides","Dacrycarpus dacrydioides","Australasia","0","Yes","Yes","","","","",""
"Diospyros morrisiana","Diospyros morrisiana","Asia-Temperate","0","Yes","Yes","","","","",""
"Encephalartos ferox","Encephalartos ferox","Africa","0","","","","","","",""
"Gymnostoma australianum","Gymnostoma australianum","Australasia","0","Yes","Yes","","","","",""
"Pentameris airoides","Pentameris airoides","Africa","0","","","","","","",""
"Pentameris airoides","Pentameris airoides","Australasia","1","Yes","Yes","","","","",""
"Rytidosperma caespitosum","Rytidosperma caespitosum","Australasia","both","Yes","Yes","","","","",""
"Callitropsis nootkatensis","Callitropsis nootkatensis","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis nootkatensis","Callitropsis nootkatensis","Antarctica","1","","","Yes","Yes","Yes","Yes","Yes"
"Callitropsis nootkatensis","Callitropsis nootkatensis","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Hesperocyparis arizonica","Hesperocyparis arizonica","Northern America","0","Yes","","","","","",""
"Hesperocyparis arizonica","Hesperocyparis arizonica","Europe","1","","","","","","",""
"Hesperocyparis arizonica","Hesperocyparis arizonica","Southern America","1","","","","","","",""
"Hesperocyparis arizonica","Hesperocyparis arizonica","Africa","1","","","","","","",""
"Hesperocyparis arizonica","Hesperocyparis arizonica","Asia-Temperate","1","","","","","","",""
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Australasia","1","Yes","Yes","","","","","Yes"
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Africa","1","","","","","","","Yes"
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Antarctica","1","","","","","","","Yes"
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Europe","1","","","","","","","Yes"
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Southern America","1","","","","","","","Yes"
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Northern America","0","Yes","","","","","","Yes"
"Hesperocyparis macrocarpa","Hesperocyparis macrocarpa","Asia-Temperate","1","","","","","","","Yes"
"Notholithocarpus densiflorus","Notholithocarpus densiflorus","Northern America","0","Yes","Yes","","","","",""
"Juniperus × pfitzeriana","Juniperus × pfitzeriana","Asia-Temperate","0","","","Yes","Yes","Yes","",""
"Chrysojasminum humile","Chrysojasminum humile","Asia-Temperate","0","","","Yes","Yes","","",""
"Chrysojasminum humile","Chrysojasminum humile","Europe","1","Yes","Yes","Yes","Yes","","",""
"Chrysojasminum humile","Chrysojasminum humile","Asia-Tropical","0","","","Yes","Yes","","",""
"Melaleuca pulcherrima","Melaleuca pulcherrima","Australasia","0","Yes","Yes","","","","",""
"Melaleuca sparsa","Melaleuca sparsa","Australasia","0","Yes","Yes","","","","",""
"Melaleuca quadrifida","Melaleuca quadrifida","Australasia","0","Yes","Yes","","","","",""
"Berberidopsis corallina","Berberidopsis corallina","Southern America","0","","","Yes","","","",""
"Desfontainia spinosa","Desfontainia spinosa","Southern America","0","","","Yes","","","",""
"Hypericum androsaemum","Hypericum androsaemum","Europe","both","","","","","","","Yes"
"Hypericum androsaemum","Hypericum androsaemum","Asia-Temperate","0","Yes","Yes","","","","","Yes"
"Hypericum androsaemum","Hypericum androsaemum","Southern America","1","","","","","","","Yes"
"Hypericum androsaemum","Hypericum androsaemum","Africa","0","","","","","","","Yes"
"Hypericum androsaemum","Hypericum androsaemum","Australasia","1","","","","","","","Yes"
"Hypericum androsaemum","Hypericum androsaemum","Northern America","1","","","","","","","Yes"
"Hypericum formosum","Hypericum formosum","Northern America","0","","","","","","",""
"Pectinopitys ferruginea","Pectinopitys ferruginea","Australasia","0","Yes","Yes","","","","",""
"Juglans regia","Juglans regia","Europe","both","Yes","Yes","","","","","Yes"
"Juglans regia","Juglans regia","Asia-Temperate","both","Yes","Yes","","","","","Yes"
"Juglans regia","Juglans regia","Africa","1","","","","","","","Yes"
"Juglans regia","Juglans regia","Asia-Tropical","both","","","","","","","Yes"
"Juglans regia","Juglans regia","Northern America","1","Yes","Yes","","","","","Yes"
"Juglans nigra","Juglans nigra","Europe","1","Yes","","","","","",""
"Juglans nigra","Juglans nigra","Northern America","both","Yes","Yes","","","","",""
"Juglans nigra","Juglans nigra","Asia-Temperate","1","","","","","","",""
"Juglans nigra","Juglans nigra","Asia-Tropical","1","","","","","","",""
"Kalmia latifolia","Kalmia latifolia","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes",""
"Kalmia angustifolia","Kalmia angustifolia","Northern America","0","","","Yes","Yes","","","Yes"
"Kalmia angustifolia","Kalmia angustifolia","Asia-Temperate","1","","","Yes","Yes","","","Yes"
"Kalmia angustifolia","Kalmia angustifolia","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Knightia excelsa","Knightia excelsa","Australasia","0","Yes","Yes","","","","",""
"Leycesteria formosa","Leycesteria formosa","Asia-Tropical","0","","","","","","","Yes"
"Leycesteria formosa","Leycesteria formosa","Asia-Temperate","0","","","","","","","Yes"
"Leycesteria formosa","Leycesteria formosa","Australasia","1","Yes","Yes","","","","","Yes"
"Leycesteria formosa","Leycesteria formosa","Europe","1","","","","","","","Yes"
"Leycesteria formosa","Leycesteria formosa","Africa","1","","","","","","","Yes"
"Leycesteria formosa","Leycesteria formosa","Northern America","1","","","","","","","Yes"
"Leucopogon pulchellus","Leucopogon pulchellus","Australasia","0","Yes","Yes","","","","",""
"Leucopogon glabellus","Leucopogon glabellus","Australasia","0","Yes","Yes","","","","",""
"Leucopogon fasciculatus","Leucopogon fasciculatus","Australasia","0","Yes","Yes","","","","",""
"Leucopogon lasiostachys","Leucopogon lasiostachys","Australasia","0","Yes","Yes","","","","",""
"Lissanthe strigosa","Lissanthe strigosa","Australasia","0","Yes","Yes","","","","",""
"Leucopogon virgatus","Leucopogon virgatus","Australasia","0","Yes","Yes","","","","",""
"Leucopogon verticillatus","Leucopogon verticillatus","Australasia","0","Yes","Yes","","","","",""
"Leucopogon collinus","Leucopogon collinus","Australasia","0","Yes","Yes","","","","",""
"Leptecophylla tameiameiae","Leptecophylla tameiameiae","Pacific","0","Yes","Yes","","","","",""
"Leptecophylla abietina","Leptecophylla abietina","Australasia","0","Yes","Yes","","","","",""
"Leptecophylla juniperina","Leptecophylla juniperina","Australasia","0","Yes","Yes","","","","",""
"Leucopogon australis","Leucopogon australis","Australasia","0","Yes","Yes","","","","",""
"Lonicera hispidula","Lonicera hispidula","Northern America","0","Yes","Yes","","","","",""
"Lupinus digitatus","Lupinus digitatus","Africa","0","","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Asia-Temperate","both","","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Pacific","1","","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Europe","both","","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Australasia","1","Yes","Yes","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Southern America","1","","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Africa","both","","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Northern America","1","Yes","","","","","",""
"Lupinus angustifolius","Lupinus angustifolius","Asia-Tropical","1","","","","","","",""
"Loropetalum chinense","Loropetalum chinense","Asia-Tropical","0","","","Yes","","","",""
"Loropetalum chinense","Loropetalum chinense","Asia-Temperate","0","","","Yes","","","",""
"Leschenaultia biloba","Leschenaultia biloba","Australasia","0","Yes","Yes","","","","",""
"Laurus nobilis","Laurus nobilis","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Laurus nobilis","Laurus nobilis","Asia-Temperate","both","Yes","","Yes","Yes","Yes","Yes","Yes"
"Laurus nobilis","Laurus nobilis","Africa","both","","","Yes","Yes","Yes","Yes","Yes"
"Laurus nobilis","Laurus nobilis","Asia-Tropical","1","","","Yes","Yes","Yes","Yes","Yes"
"Leucothoe axillaris","Leucothoe axillaris","Northern America","both","","","Yes","Yes","","",""
"Leucothoe fontanesiana","Leucothoe fontanesiana","Northern America","both","","","Yes","Yes","","",""
"Laburnum anagyroides","Laburnum anagyroides","Europe","both","Yes","Yes","","","","","Yes"
"Laburnum anagyroides","Laburnum anagyroides","Southern America","1","","","","","","","Yes"
"Laburnum anagyroides","Laburnum anagyroides","Asia-Tropical","1","","","","","","","Yes"
"Laburnum anagyroides","Laburnum anagyroides","Australasia","1","","","","","","","Yes"
"Laburnum anagyroides","Laburnum anagyroides","Asia-Temperate","1","","","","","","","Yes"
"Laburnum × watereri","Laburnum × watereri","Northern America","1","","","Yes","Yes","","","Yes"
"Laburnum × watereri","Laburnum × watereri","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Litsea calicaris","Litsea calicaris","Australasia","0","Yes","Yes","","","","",""
"Machilus thunbergii","Machilus thunbergii","Asia-Temperate","0","Yes","Yes","","","","",""
"Machilus thunbergii","Machilus thunbergii","Asia-Tropical","0","","","","","","",""
"Machilus japonicus","Machilus japonicus","Asia-Temperate","0","Yes","Yes","","","","",""
"Monotoca elliptica","Monotoca elliptica","Australasia","0","Yes","Yes","","","","",""
"Monotoca glauca","Monotoca glauca","Australasia","0","Yes","Yes","","","","",""
"Mirbelia dilatata","Mirbelia dilatata","Australasia","0","Yes","Yes","","","","",""
"Mucuna gigantea","Mucuna gigantea","Africa","0","","","","","","",""
"Mucuna gigantea","Mucuna gigantea","Pacific","both","Yes","Yes","","","","",""
"Mucuna gigantea","Mucuna gigantea","Asia-Tropical","0","","","","","","",""
"Mucuna gigantea","Mucuna gigantea","Australasia","0","","","","","","",""
"Mucuna gigantea","Mucuna gigantea","Asia-Temperate","0","","","","","","",""
"Mitrasacme pilosa","Mitrasacme pilosa","Australasia","0","Yes","Yes","","","","",""
"Nematolepis squamea","Nematolepis squamea","Australasia","0","Yes","Yes","","","","",""
"Nymania capensis","Nymania capensis","Africa","0","Yes","Yes","","","","",""
"Ocotea bullata","Ocotea bullata","Africa","0","Yes","Yes","","","","",""
"Ocotea floribunda","Ocotea floribunda","Southern America","0","Yes","Yes","","","","",""
"Ocotea sinuata","Ocotea sinuata","Southern America","0","Yes","Yes","","","","",""
"Ocotea sinuata","Ocotea sinuata","Northern America","0","","","","","","",""
"Oxylobium arborescens","Oxylobium arborescens","Australasia","0","Yes","Yes","","","","",""
"Oxylobium ellipticum","Oxylobium ellipticum","Australasia","0","Yes","Yes","","","","",""
"Orothamnus zeyheri","Orothamnus zeyheri","Africa","0","Yes","Yes","","","","",""
"Platysace compressa","Platysace compressa","Australasia","0","Yes","Yes","","","","",""
"Pistacia lentiscus","Pistacia lentiscus","Europe","0","Yes","Yes","","","","",""
"Pistacia lentiscus","Pistacia lentiscus","Africa","0","","","","","","",""
"Pistacia lentiscus","Pistacia lentiscus","Asia-Temperate","0","","","","","","",""
"Pieris japonica","Pieris japonica","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Pieris japonica","Pieris japonica","Northern America","1","Yes","Yes","Yes","Yes","Yes","Yes",""
"Pieris formosa","Pieris formosa","Asia-Tropical","0","","","Yes","Yes","Yes","Yes",""
"Pieris formosa","Pieris formosa","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Pieris floribunda","Pieris floribunda","Northern America","both","Yes","Yes","Yes","Yes","Yes","Yes",""
"Rhododendron lapponicum","Rhododendron lapponicum","Northern America","0","","","","","","",""
"Rhododendron lapponicum","Rhododendron lapponicum","Asia-Temperate","0","Yes","Yes","","","","",""
"Rhododendron lapponicum","Rhododendron lapponicum","Europe","0","","","","","","",""
"Rhododendron macrophyllum","Rhododendron macrophyllum","Northern America","0","Yes","Yes","","","","",""
"Rhododendron maddenii","Rhododendron maddenii","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron maddenii","Rhododendron maddenii","Asia-Tropical","0","","","Yes","Yes","","",""
"Rhododendron luteum","Rhododendron luteum","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Rhododendron luteum","Rhododendron luteum","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Rhododendron maximum","Rhododendron maximum","Northern America","0","Yes","Yes","","","","",""
"Rhododendron makinoi","Rhododendron makinoi","Asia-Temperate","0","Yes","Yes","","","","",""
"Rhododendron ponticum","Rhododendron ponticum","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Rhododendron ponticum","Rhododendron ponticum","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Rhododendron ponticum","Rhododendron ponticum","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Rhododendron ponticum","Rhododendron ponticum","Asia-Tropical","1","","","Yes","Yes","Yes","Yes","Yes"
"Rhododendron pseudochrysanthum","Rhododendron pseudochrysanthum","Asia-Temperate","0","Yes","Yes","","","","",""
"Rhododendron morii","Rhododendron morii","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron mucronulatum","Rhododendron mucronulatum","Asia-Temperate","0","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","Asia-Tropical","1","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","Africa","1","","","","","","",""
"Rhododendron mucronatum","Rhododendron mucronatum","Asia-Temperate","both","","","","","","",""
"Rhododendron molle","Rhododendron molle","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron minus","Rhododendron minus","Northern America","0","Yes","Yes","Yes","","","",""
"Rhododendron oreotrephes","Rhododendron oreotrephes","Asia-Tropical","0","","","Yes","Yes","","",""
"Rhododendron oreotrephes","Rhododendron oreotrephes","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron pachytrichum","Rhododendron pachytrichum","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron occidentale","Rhododendron occidentale","Northern America","0","Yes","Yes","","","","",""
"Rhododendron basilicum","Rhododendron basilicum","Asia-Tropical","0","","","Yes","Yes","","",""
"Rhododendron basilicum","Rhododendron basilicum","Asia-Temperate","0","","","Yes","Yes","","",""
"Rhododendron arboreum","Rhododendron arboreum","Asia-Tropical","0","","","Yes","Yes","","",""
"Rhododendron arboreum","Rhododendron arboreum","Asia-Temperate","0","","","Yes","Yes","","",""
